text,label,label_name
im a little tired of writing about these things and feel like these solemn posts are a bit too much for this home school family blog,1,joy
i feel very socially anxious around these ladies,4,fear
i had this feeling that i would be welcomed by the art scene here,1,joy
i ended up feeling really proud of the final product,1,joy
i feel successful as a lazy mom,1,joy
i feel that i still can forgive you but after you called me pervert hey im sorry you are totally out from my life,0,sadness
i feel like being selfish and keeping this foodie secret myself but why would i deny everyone else,3,anger
im feeling pretty paranoid and trying to cover the cash and protect my belongings it definitely felt like i was doing something i shouldnt be doing like money laundering or something,4,fear
i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,4,fear
i think i should tell him how i feel the moment i see him looking for something dumb to do,0,sadness
i feel completely listless,0,sadness
i feel your soul in mine calling for our beloved,1,joy
i feel rotten for that but i was so mad at the whole situation i could have thrown a temper tantrum myself,0,sadness
i feel very helpless if i do not have any goal to reach nothing to achieve,4,fear
i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,0,sadness
i have been feeling especially emotional for some reason,0,sadness
i know at least one other person besides myself was feeling nervous and anxious about getting started,4,fear
i mean not one i feel that it is my duty to help all of our loyal readers of hb understand the world that is going on around them,2,love
im feeling pretty annoyed with the whole thing i decided to share those reasons we rejoice,3,anger
i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way,5,surprise
at school,3,anger
i feel so ashamed that i cant prove the women suck at knowing things about football stereotype incorrect,0,sadness
i honestly feel kind of embarrassed and a bit guilty,0,sadness
i feel afraid to live alone living far from them,4,fear
i mean memories that make me feel dirty and unworthy,0,sadness
i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it,4,fear
i kinda did steal joshua s customer i feel amused,1,joy
i knew i have this feeling but i ignored it,0,sadness
i retorted feeling my face grow hot,2,love
i am breathing well and feeling quite lively and upbeat,1,joy
ive been taking i keep feeling lethargic everyday unlike when i was pregnant with my previous boys,0,sadness
i wasn t laying around my disgusting apartment feeling melancholy anymore,0,sadness
i doing something that make you feel bothered,3,anger
i relaxed and nodded feeling assured that someone i love is safe and pampered even if he s no longer with me,1,joy
i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,5,surprise
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,4,fear
